# JPWiki Japanese localization data
# kind	key	english	japanese
<br>
おそらく、Oblivionは多数の国々から構成される場所のようである。ゆえに、Oblivionを指し示す多数の名前は同義である。例えば、「冷たい入江」〔Coldharbour〕、「湿地」〔Quagmire〕、「月の影」〔Moonshadow〕などである。Oblivionの各国がそれぞれ１人のprinceによって支配されているという推測は、間違っていないと思われる。古代の記録に幾度も繰り返し登場するDaedra_princeの名前は以下のものである（記録に登場するという事が、彼らが本当にあるいは明白に存在することの証拠にはならないのはもちろんであるが）。先述のSanguine、Boethiah、Molag_Bal、Sheogorathに加えて、Azura、Mephala、Clavicus_Vile、Vaernima、Malacath、Hoermius（HermaeusあるいはHormaiusあるいはHerma。誰も正しい綴りがわからないようである）、Mora、Namira、Jyggalag、Nocturnal、Mehrunes_Dagon、Peryiteである。<br>
<br>
私の経験から言って、Daedraは非常に異なったものの集まりである。その途方も無い力と過激主義に向かう傾向において共通するという点を除いては、彼らをまとめて分類することは殆ど不可能である。ともかく、ここに於いて私は、純粋なる学術的便宜のために、いくつかの事例についてそのようなこと〔Daedraの全体的分類〕を試みた。<br>
<br>
Mehrunes_Dagon、Molag_Bal、Peryite、Boethiah、Vaernimaは、彼らの本分が本質的に破壊的であるらしいという意味に於いて、Daedraの内でも特に一貫して"悪魔的"である者たちである。もちろん、その他のDaedraもまた同等に危険でありうるが、これらの５人のように純粋に破壊のために破壊するようなことは滅多に無い。また、これら先述の５人も、その破壊の質に於いて同じではない。Mehrunes_Dagonは、その怒りを発散させるために自然災害――地震と噴火――を好むようだ。Molag_Balは他のDaedraを使役することを選ぶし、Boethiahは定命の戦士たちによる戦闘を引き起こす。Peryiteの本分は疫病、Vaernimaの本分は拷問のようである。<br>
<br>
このシリーズの次の著作の準備として、私がDaedra研究者となって以来ずっと興味を惹かれてきた２つの問題について調査する積もりである。第一は、恐らくもう一人のDaedra_princeであると思われる、古代の複数の記事に於いてHircineと呼ばれているDaedrothについて。Hircineは「Princeたちの狩猟係」、「人獣の父祖」と呼ばれてきた。だが、私はまだ、彼を召喚できる人物を見つけていない。もう一つの目標は、恐らくさらに難しいであろうが、死すべき人間がOblivionに入り込むための実用的手段を見つけることである。「理解できないものに対しては、恐れを抱くことだけが必要である」ということを、私はずっと自分の哲学としてきた。そして、その思想を心中に抱いて、私は自身の目標を絶えず追い求めているのである。<br>
<br>
<br>
book	0002457F		<br>
<DIV align="center">「Tamrielの属州」<br>
<br>
<DIV align="left"><IMG src="Book/fancy_font/t_52x61.dds" width=52 height=61>amrielにおける帝国は９つの属州を含有している。すなわち、Skyrim、High_Rock、Hammerfell、Summerset_Isle、Valenwood、Elsweyr、Black_Marsh、Morrowind、そして古き帝国領の体現、Cyrodiilである。Morrowindは、最も遅くに帝国の一部になった属州の１つである。それは、その加入が征服ではなく条約によるものであったからであり、Morrowindは、旧来からの〈名家〉〔Great_House〕の慣例を考慮して当該地方の法律を定める特権を保持している。<br>
<br>
<IMG src="Book/fancy_font/s_61x62.dds" width=61 height=62>kyrimは、〈古の王国〉〔Old_Kingdom〕あるいは〈祖国〉〔Fatherland〕としても知られており、Atmora大陸を出身とする人々が定住した、Tamrielの最初の地方である。頑健かつ勇敢にして好戦的であるNordの子孫たちは、この岩がちの土地を未だに占有している。彼らの野蛮なる祖先よりも温和かつ文明的であるけれど、純血のNordは、依然として、激しい戦と大胆なる探検という男性的美徳に優れている。<br>
<br>
<IMG src="Book/fancy_font/h_62x62.dds" width=62 height=62>ammerfellは第一に海事によって栄えている属州であり、その人口の大部分は、SentinelとStros_M'Kaiという大都市に、そして、島々に取り囲まれて海岸に沿っている、その他の小さな港町に集中している。内陸では、小ぢんまりとした貧しい農場を営む人々が、家畜の群れと一緒に疎らに居住している。旅行・冒険・公海に対する愛情を通じて、Redguardは船員・傭兵・冒険者として帝国中の寄港地へと散らばっていった。<br>
<br>
<IMG src="Book/fancy_font/h_62x62.dds" width=62 height=62>igh_Rockは、Greater_Bretony、Dellese_Isles、Bjoulsae_River諸部族、（伝承によれば）Western_Reachという、多数の国々と氏族を含んでいる。岩がちの高地の要塞および孤立した低地の定住地は、地元の多様なるBreton諸氏族からの激しい独立を促進するものであった。そして、このような好戦的なる部族的性格は、１個の属州としての、あるいは、１個の帝国としての一体感を決して完全には生み出さなかった。それにも関わらず、彼らの言語、吟遊詩人の伝統、英雄伝説は、統一された共有の遺産であるのだ。<br>
<br>
<IMG src="Book/fancy_font/s_61x62.dds" width=61 height=62>ummerset_Isleは、肥沃なる農地と森林公園と古代の塔・邸宅から構成される、緑の生い茂る心地よい土地である。大部分の定住地は小規模かつ孤立しており、地元の魔術師あるいは将軍という統治階級によって支配されている。この島に天然の良港は殆ど存在せず、そして、地元民は異国の人々を歓迎しないため、古代Aldmerの騎士道に適った高潔なる文化は、近頃の帝国の重商主義によっては殆ど影響を受けていない。<br>
<br>
<IMG src="Book/fancy_font/v_63x62.dds" width=63 height=62>alenwoodは、その大部分は、何処までも広がる無人の森林地帯である。激しい降雨が温暖なる内陸の多雨林を育んでいる一方、Valenwoodの沿岸ではマングローブの生息する湿地と熱帯雨林が大きく広がっている。Bosmerは、沿岸に沿った、内陸を通ったところに点在している氏族の木製家屋に居住しており、それらの地点は、整備の為されていない、人間の足が踏み分けた道によって繋がっているのみである。数少ない帝国製の街道が、それぞれ遠く隔たった小ぢんまりとした定住地の点在している、木々の密集する広大なる森林地帯を横断しており、その街道は何らかの類の小規模の貿易あるいは交通のために利用されている。<br>
<br>
<IMG src="Book/fancy_font/e_78x61.dds" width=78 height=61>lsweyr南方の密林と河川流域に居住しているKhajiitは定住した都市の住人であり、旧来からの商業中心の伝統、そして、サトウキビとsaltriceの大農園を基盤とする一定の農業貴族の下で生活を送っている。対照的に、北部の乾燥した荒野と草地を生活の場としているKhajiitの遊牧民族は、定期的に部族の将軍の下に団結するような、好戦性と縄張意識の旺盛なる部族の侵略者である。定着した南部が早くから帝国の流儀を採用したのに対して、北部の遊牧民族は自身の野蛮なる好戦的伝統に固執している。<br>
<br>
<IMG src="Book/fancy_font/b_60x61.dds" width=60 height=61>lack_Marshの地に生きるArgonianの人口の大半は、南部内陸に於ける広大なる内陸水路と底の知れない沼地に集中している。ここには街道は殆ど存在せず、大半の移動は小舟によって為される。沿岸と北西の高地の森林には、その大部分には人々は居住していない。Dunmerが奴隷を求めてBlack_Marshを侵略していた（これを帝国は不法としたが、この習慣は継続されている）時代の故に、DunmerとArgonianは互いに積年の苦々しい憎悪を抱いている。<br>
<br>
<IMG src="Book/fancy_font/m_65x62.dds" width=65 height=62>orrowindはTamriel帝国の最北東の属州であり、Dunmerの人々の故郷である。人口の大半は、Morrowind中央に於ける高地と肥沃なる川谷に、とりわけInland_Seaの周囲に集中している。Vvardenfel島はInner_Seaに取り囲まれて、そこには巨大火山のRed_Mountainが屹立しており、その火山に関連する灰の荒野が広がっている。その島の人口の大半は、比較的に快適である、西部と南西部の沿岸に集中している。<br>
<br>
<IMG src="Book/fancy_font/c_59x61.dds" width=59 height=61>yrodiilは、Tamrielに於ける、人間の手になる帝国の高度文化の発祥地である。その大陸に於ける最大の地方であり、その大部分は果てしない密林である。帝都は、肥沃なるNibenay低地という中心地域に位置している。人口の密集した中央の低地は未開の多雨林によって取り囲まれており、その多雨林から降水は大河を通じてArgoniaの湿地とTopal湾へと流れ込んでいる。大地は、西方に向けて緩やかに、北方に向けて激しく隆起している。西部の沿岸と中央の低地の間には、落葉樹林の森林とマングローブの生息する湿地が広がっている。<br>
<br>
book	00024580		<font face=1><br>
<DIV align="center">Talara姫の謎<br>
第五部<br>
著者：Mera_Llykith<br>
<br>
<DIV align="left"><IMG src="Book/fancy_font/b_60x61.dds" width=60 height=61>y_what_right、何の権利が在って、私のお父様を逮捕なさったのです！？」Jyllia嬢は叫ぶ。「お父様が何をしたと言うのです！？」<br>
<br>
「〈帝国によって任命される指揮官および大使〉〔Imperial_Commanding_Officer_and_Ambassador〕として私に認められるところの権限に基づいて、先のOloine公爵であるCamlorn国王を捕縛しました」Strale公は言う。「そして、属州の王国が有する如何なる権威にも優越するTamriel皇帝の法律が認める権利に基づいて」<br>
<br>
Gynaは前に進み出ると、Jylliaの腕に自分の手を重ねようとした。しかし、それは冷たく拒まれてしまう。静かに、いまやガランドウになった謁見室の、その玉座の足元にGynaは腰を据える。<br>
<br>
「この妙齢の女性が私のところに遣ってきた時には、すっかり彼女は記憶を取り戻していました。しかし、彼女が語ってくれた物語は全くもって信じがたいものでした。私にも、簡単には飲み込めない程に」Strale公は言う。「しかし、彼女の確信は強いものでしたから、私は調査を始めねばなりませんでした。そして、その物語を証だててくれるかも知れない、この宮殿で二十年前に働いていた人々の全員に聞き込みを行ってみました。もちろん、国王と王妃が殺害されて姫が行方不明になった当時にも、充分な調査は為されていました。しかし、今度は、別の質問をぶつけてみたのです。つまり、二人の幼い従姉妹、Lady_Jyllia_Razeと姫の関係についての質問です」<br>
<br>
「何度も何度も、みんなに言って聞かせたものよ。今までの人生で、その当時のことは何にも覚えてないって」涙を浮かべながらJylliaは答える。<br>
<br>
「それは知っています。あなたが恐ろしい虐殺を目撃したことも、それに、あなたと彼女の」Strale公はGynaの方を示してみせる。「記憶が失われてしまったことも、決して疑う積もりは在りません。どちらも、まったくの事実です。宮殿に居る召使や他の人達から聞いた話ですがね、その少女たちは何時でも一緒だったそうです。他に遊び友達も居なかったし、姫も両親の近くにも居られたし、だから、いつも二人は一緒だったのです。暗殺者が王族を葬ろうと訪れた時には、国王と王妃は寝室に、その少女たちは玉座の間で遊んでいました」<br>
<br>
「記憶が戻った時は、まるで封のされた箱を開けるみたいだったわ」Gynaは重々しく語り始める。「何もかもハッキリと細かいところまで分かって、二十年前じゃなくて昨日のことのようだった。私は女帝で玉座に腰かけていて、あなたは高座の後ろに隠れていた。そこは、私が送り込んだ迷宮だったのよね。見たことの無い男が、王様のベッド・ルームから駆け込んできた。その剣は血に濡れていた。奴が私のところに来たものだから、命からがら走って逃げた。高座に向かって走り出したのを覚えているわ。でも、あなたの顔を、恐怖に凍り付いた顔を見て、あなたのところに奴を近づけちゃいけないと思って、それで、窓に向かって駆け出したのよ。<br>
<br>
以前は、ただ面白がって、二人で城の外側を登って遊んでいたものよね。絶壁にしがみ付いている時に思い出した最初の記憶の一つ、それが、このことだったわ。あなたと一緒に城壁を登っていると、下に居た王様が私を呼んで、どうやって降りたら良いか教えてくれたものよ。でも、その日は、しがみ付いていられなかった。あんまりにも、手足が震えていたからね。そのまま落ちた、川に向かって。<br>
<br>
自分の目撃した惨状だけによるものなのか、それとも、落下の衝撃と水の冷たさが加わったものなのか、それは分からない。でも、何れにせよ、私の心の何もかもが空っぽになってしまったのよ。ようやく川から上がった時には、もう何マイルも流されていて、すっかり自分が誰だか忘れていた。そして、そのままだった」Gynaは微笑を浮かべてみせる。「この今まで、ね」<br>
<br>
「それでは、あなたは、Talara姫なのね！？」Jylliaは声を上げる。<br>
<br>
「その前に、更に説明させて下さい。その疑問へのシンプルな回答に、あなたは本当に取り乱してしまうでしょうから。私のように、ね」Strale公は言う。「その暗殺者は、何とかして宮殿から逃れようとする前に捕えられました。実際のところ、そうなることは分かっていたのでしょうね。すぐに彼は王族の殺害を告白しました。彼が言うには、姫を窓から投げ捨て殺したのです。その下に居た召使は、彼女の叫び声を聞いていますし、何かが窓越しに落ちていくのを目撃しています。だから、その召使には、彼の話が本当だと分かったのです。<br>
<br>
数時間も経たない内に、幼かったJyllia嬢が、埃に塗れて恐怖に震えながら高座の裏に隠れているのを、彼女の乳母のRamkeが見つけました。その時には、まったく喋れなくなっていました。Ramkeは、あなたのことを、ひどく気に掛けていたのですよ」StraleはJylliaの方に頷いてみせる。「彼女は、あなたを今すぐにあなたの部屋に連れて行くよう言ってから、王族が殺害されたことを、そして、Oloine公の娘だけが暗殺を目撃しながら生き残ったことを、Oloine公爵に伝えました」<br>
<br>
「そのこと、少し思い出してきましたわ」訝りながらも、Jylliaは言う。「ベッドに横たわってRamkeに慰められているのを覚えています。ひどく頭が混乱して何も考えられなかった。まだ遊びの時間だったら良いのになぁ、そんなことばかり考えていました。不思議ですね。そして追い立てられるように例の施設に連れて行かれたことも、それも思い出しました」<br>
<br>
「すぐに何もかも戻ってくるわよ」Gynaは微笑する。「約束する。記憶が戻り始めた時は、私も、そんな風だったもの。一個の断片を捕まえれば、洪水が丸ごと押し寄せてくるわ」<br>
<br>
「そのようね」Jylliaは失望感を覚えてシクシクと泣き始める。「頭が混乱するようなことばかり思い出すの。いやよ、どうしてパパったら、連れて行かれる私のことを見ようとさえしていなかったの？　そのことでも、他のことでも、心配なんてしていなかったのね」<br>
<br>
「そんな時には、誰でも戸惑ってしまうものです。小さな女の子たちが酷く取り乱してしまうように。とりわけ、その女の子たちが、あなた方のような体験をした後では」Strale公は同情の念を浮かべる。「私の知るところでは、あなたの父上はRamkeから報を受けると直ぐに、Oloineの自分の宮殿を出発して、あなたが苦難から立ち直るまで私有の療養所に入れておくよう取り計らいました。それから、手勢の衛兵を使って、拷問によって暗殺者から情報を引き出そうとしたのです。私の聞くところによれば、公爵と彼の護衛兵を除いては、先程の告白を終えた後の暗殺者に会った者は居ませんでした。そして、公爵と彼の護衛兵を除いては、その暗殺者が逃げ出そうとして殺害された、その現場に居合わせた者は居ませんでした。思うに、これは非常に重要です。<br>
<br>
その場に居合わせていたらしいEryl公を詰問した折には、実際よりも証拠を持っているのだとハッタリを掛けなければなりませんでした。それは危険な賭けでしたが、望ましい反応が得られました。すでに私の知り得ていたことが、それが真相であると彼は遂に告白したのです」<br>
<br>
「暗殺者は、」そこで言葉を止めたStrale公は、渋々ながらJylliaの瞳を捉えて続けた。「後継者たる姫を含む王族を殺害するために、Oloine公爵が雇い入れたものでした。彼と、彼の子供たちが王冠を受け継ぐように」<br>
<br>
Jylliaは驚きの眼〔まなこ〕でStrale公を見つめる。「お父様が……」<br>
<br>
「聞くところでは、その暗殺者は、いちど公爵の下に拘留されて報酬が支払われてから、脱獄の手筈が調えられることになっていたそうです。しかし、その悪党は欲を張りすぎて更なる金をせしめようとしたのです。そのため、黙らせてしまった方が安上がりであると踏んだ公爵は、その場で彼を殺しました。そして、その男が誰かに真相を伝えることは決して無くなったのです」Strale公は肩を竦めてみせる。「しかし、不幸中の幸いというものです。それから数年の内に、あなたは療養所から戻ってきました。少女時代の記憶がスッポリと抜け落ちているという点を除いては、やや不安定ながらも普通の調子に戻って。その間に、先のOloine公爵は、Camlorn国王という兄の地位を手に入れていました。決して、ちょっとした計略というものではなかったのです」<br>
<br>
「ひどい」Jylliaは静かに呟く。「きっと、大忙しだったでしょうね。再婚して、新しい子供を持って。Ramkeだけだったわ、療養所の私を今まで訪ねてくれたのは」<br>
<br>
「もしも公爵がそうしていたら、」Gynaは言った。「この物語も大きく違ってきたのにね」<br>
<br>
「どういうこと？」Jylliaは尋ねる。<br>
<br>
「これは非常に驚くべきところですが」Strale公は言う。「Gynaが本当にTalara姫であるのか、それには長らく頭を悩ませてきました。彼女の記憶が戻って、それを私に教えてくれてから、私は幾つかの証拠を組み合わせてみました。次の事実を、よく考えてみて下さい。<br>
<br>
まったく異なる生活を二十年も送ってきても、今でも、あなた方ふたりは瓜二つです。ですから、馴染みの遊び友達だった少女の時分には、ほとんど見分けが付かなかったというものです。<br>
<br>
宮殿を訪れたことの無かった暗殺者は、その暗殺の際には、玉座の上の少女を一目みただけで彼女がターゲットであると考えました。<br>
<br>
Jylliaを見つけたRamkeという乳母は、気の動転しやすい、自分の世話する人間に対して狂信的とも言えるくらいの忠誠を寄せる人物です。この種の人間というものは、姿を消してしまったのが愛すべき幼子の方であるという可能性を、どうしても受け入れられません。その乳母は、Talara姫とJyllia嬢の両方を知っていた、療養所のあなたを訪ねてきた、唯一の人間でした」<br>
<br>
「最後に、」Strale公は言った。「療養所から宮廷に戻った時には、五年の歳月が流れて、あなたは子供から妙齢の女性になっていたという事実を、よく考えてみて下さい。あなたの家族にとって、あなたの姿は懐かしいものであるけれど、当然ながら、必ずしも昔の記憶に一致するものではなかったのです」<br>
<br>
「分からないわ！」その可哀想な少女は目を見開いて叫ぶ。何故なら、彼女は分かっていたからである。そこでは、猛々しい洪水となって、記憶は一遍に降ってきていた。<br>
<br>
「こういうことよ」その少女の従姉妹は、彼女を自分の両腕で抱きすくめる。「もう、私は自分が誰であるか知っているわ。私の本当の名前は、Jyllia_Raze。あの逮捕された男が私の父親、あの暗殺された王様があなたの父親。そう、あなたがTalara姫なのよ」<br>
book	00024581		<font face=1><br>
<DIV align="center">「狼女王」第八巻<br>
Waughin_Jarth著<br>
<br>
<DIV align="left">第２世紀の賢人Inzolicusの手記より<br>
<br>
第３紀１２７年<br>
Ichidagに於ける戦闘の後に、皇帝Uriel_Septim三世は捕虜となった。しかし、HammerfellのGilane王国にある叔父の城へと連行される途中、逆上した暴徒の手に掛かって彼は没したのである。その後、この叔父であるCephorusは皇帝として認められ、帝都へ馬を進めた。それまでUriel帝と狼女王Potemaとに忠実だった兵達は、この新皇帝に新たに忠誠を誓うところとなった。Skyrim、High_Rock、Hammerfell、Summerset_Isles、Valenwood、Black_Marsh、そしてMorrowindの貴族たちは、この新皇帝を支持することと引き換えに、更なる自治と帝国からの自立の強化を要請し、それを認められた。〈レッド・ダイアモンドの戦い〉〔War_of_the_Red_Diamond〕は、こうして終息したのである。<br>
<br>
Potemaは、その後も負け戦を戦い続けた。その支配地域は次第に狭まっていき、遂には拠点とするSolitude王国のみを残すところとなった。Daedraを召喚して行使したり、屍術師によって敵軍の死体を不死の戦士として蘇らせたりしつつ、自らの兄弟であるCephorus_Septim一世とLilmoth国王Magnusとの軍勢に対して何度も攻撃を仕掛けたのである。Potemaの同盟者達は、彼女の狂気が強まるにつれて彼女の下を離れ始め、Potemaに残された唯一の仲間は何年も掛けて集められたゾンビとスケルトンのみとなっていった。Solitude王国は死の支配する土地となった。腐りかけのゾンビメイドにかしづかれて吸血鬼の将軍と戦略を協議する、そんな年老いた狼女王の話が彼女の臣民たちを震え上がらせていたのである。<br>
<br>
<br>
第３紀１３７年<br>
Magnusは自室の小窓を開け放った。ここ数週間で初めて、街の物音が聞こえて来た。行き交う荷馬車の軋み、馬たちの蹄が敷石に鳴る音、どこからか響く子供の笑い声。Magnusは微笑んで、ベッドの傍に戻ると洗顔と着替えを済ませた。と、特徴のあるノックの音がした。<br>
<br>
「入りなさい、Pel」<br>
<br>
Pelagiusが勢いよく部屋へ飛び込んできた。もう何時間も前から目を覚ましていたことは明らかだ。そのエネルギーにMagnusは舌を巻くと同時に、もしも戦争がこんな十二歳の少年たちによって行われていたら、まだどれだけ長く続いていたことか、と考えた。<br>
<br>
「お父さん、もう外を見た？」Pelagiusは尋ねた。「街のみんなが帰って来たよ！商店も魔術師ギルドも開いてるし、港の方では、色んな所から色んな人が遣って来て数え切れないぐらいお店が開かれてるよ！」<br>
<br>
「もう、何も恐れるものは無くなったからな。住民たちの隣人になっていたゾンビや幽霊どもは父さんたちが全部始末してしまったし、だから戻っても安心だと分かったのさ」<br>
<br>
「Cephorus叔父さんも、死んだらゾンビになってしまうの？」<br>
<br>
「兄さんなら、なりかねないな」Magnusは笑った。「でも、どうして？」<br>
<br>
「叔父さんは年を取ってて病気だって誰かが言ってたよ」Pelagiusは言った。<br>
<br>
「そう年寄りでもないさ」Magnusは言った。「六十歳だ、父さんより二歳年上なだけだよ」<br>
<br>
「それじゃあ、Potema叔母さんは？」Pelagius は重ねて尋ねた。<br>
<br>
「七十歳だよ」Magnusは答える。「七十歳は、確かに年寄りだ。これ以上の質問は後にしてもらわないと。今から指揮官と話しに行かなきゃならんのでね。でも、夕食は一緒に摂るから、その時にね。何か自分でやることを見つけなさい、面倒は起こさないようにね」<br>
<br>
「うん、了解」父が叔母Potemaの城の包囲戦を続けなければならないことを、Pelagiusは知っているのだ。城を落とし、叔母を生け捕りに出来れば、Pelagiusたちは宿営地にしている宿を引き払って城へ引き移ることになる。しかし、Pelagiusはそれを特に待ち望んでいる訳ではなかった。街全体に奇妙な甘い死臭が漂っていたが、城の方は、吐き気を催すことなしには城の堀へ近づくこともできないほどの悪臭だったのだ。何百万もの花を投げ込んだとしても、きっと何の役にも立たなかっただろう。<br>
<br>
彼は何時間も街を散策して、食べ物を買ったり、Lilmothに残っている妹や母のためにリボンを買ったりした。それから、他に誰か贈り物を買うべき人は居るかしら、そう考えて途方に暮れてしまった。何しろ、従兄弟の全て、Cephorus叔父さんの子供もAntiochus叔父さんの子供もPotema叔母さんの子供も全て、この戦争の間に死んでしまったのだ。彼らの何人かは戦闘で討ち死にしたり、何人かは作物が度重なる焼き討ちに遭って飢饉で飢え死んでしまったりした。Bianki叔母さんも、去年死んでしまった。生き残っているのは、彼と彼の母に妹に父、そして叔父の皇帝だけである。そう、それにPotema叔母さんも。でも、叔母さんは本当に数に入るわけじゃない。<br>
<br>
先程、その朝早くに魔術師ギルドを通りかかった時は、彼はそこに足を踏み入れなかった。その場所の奇妙な煙や水晶、それに古びた書物は、彼にとって怖いものだったからだ。けれど今回は、Cephorus叔父さんにプレゼントを買ってあげようと思いついた。Solitudeの魔術師ギルドのお土産だ。<br>
<br>
一人の老婆がその入り口のドアを開けようと苦労していた。そこでPelagiusは彼女の代わりに扉を開けてやった。<br>
<br>
「ありがとうよ」老婆は言った。<br>
<br>
その老婆は、今までにPelagiusが見た中で間違いなく一番年を取った人物だった。その顔はまるで、ボサボサの明るい白髪に縁取られた腐りかけの古い林檎のように見えた。老婆が彼の頭を撫でようとした時、その節くれだって鉤爪を具えた手から彼は本能的に身を逸らしてしまった。だが、彼女の首を飾る宝石を見ると、たちまちPelagiusはそれに魅了されてしまった。それは黄色く輝く一粒の美しい石だったが、あたかも何かが内部に封じ込められているかのようだった。蝋燭の灯を受けて一際に明るく輝いてみせた時に、確かに四足の獣がゆっくりと歩く姿が映し出されたのだ。<br>
<br>
「ソウルジェムよ」彼女は言った。「強大で凶悪な人狼の魂が注ぎ込まれているのさ。ずっと前に、人々を魅了する魔法が封じ込まれたのだがね。しかし、私は別の魔法をかけてやろうかと考えているんだよ。きっと、Alterationの領域から、施錠か防護の呪文、そんなところさね」そこで言葉を切ると、その目やにの溜まった黄色い目で彼を注意深く見詰めた。「何だか見た顔だね、坊や。名前は？」<br>
<br>
「Pelagius」普段ならばPelagius皇子と名乗るところだったが、街にいる時は無用の注目を集めないよう言われていたのだ。<br>
<br>
「昔、Pelagiusって名前の知り合いがいたよ」そう言ってから、老婆はゆっくりと笑みを浮かべた。「今は一人かい、Pelagius？」<br>
<br>
「父さんは……兵隊さんと一緒にお城を攻めてるんだ。でも、城壁に穴を開けたら戻って来るよ」<br>
<br>
「さして時間は掛からないだろう、と言わざるを得ないね」彼女は嘆息した。「どれだけ上手くこしらえたって、結局は何にも持ちはしないのさ。で、魔術師ギルドで何か買物かい？」<br>
<br>
「叔父さんにプレゼントが欲しいんだ」Pelagiusは答えた。「でも、お金が足りるかな」<br>
<br>
老婆は少年に商品を眺めるままにさせておき、自分はギルドのエンチャンターの方に足を運んだ。それは若く野心に燃えるNordで、Solitudeに来たばかりだった。そして少しの交渉と多くの金銭で、例のソウルジェムから魅了の魔術を取り去って強力な呪いを封じ込めるよう説得できた。その呪いは遅効性で、長年をかけて装着者の知性を奪ってゆき、遂には理性を完全に失くしてしまうという代物である。それに加えて、老婆は火炎抵抗の付与された安い指輪も買った。<br>
<br>
「年寄りに親切にしてくれたお礼だよ、ほら、これを遣ろう」そう言って、首飾りと指輪を少年に与えた。「その指輪は叔父さんに遣りな、空中浮揚の魔法が込められているから高い所から跳び立っても安心だって、そう言ってね。そのソウルジェムはお前のだよ」<br>
<br>
「ありがとう」少年は言った。「でも、お婆さんは何て親切なんだろう！」<br>
<br>
「これは親切心とは関係ないんだよ」ごく正直に彼女は答えた。「お聞き、私は帝国宮廷の記録室に入ったことが一度か二度あるんだよ。そして、Elder_Scrollに記載されている予言の中でお前の事を読んだのさ。いいかい、坊やはいつか皇帝になる。皇帝Pelagius_Septim三世だ。そして、このソウルジェムをお前の導きとすれば、子々孫々まで、お前の名前と偉業が忘れられることは無いのさ」<br>
<br>
この言葉を残して、その老婆は魔術師ギルドの裏路地に姿を消してしまった。Pelagiusはその姿を見送ったが、そこに山積みになった瓦礫の後ろを調べることには思い至らなかった。もしも調べていたならば、街の地下を通ってSolitude城のまさに中心にまで続くトンネルを発見したであろう。そして、もしもトンネルを発見していたならば、ヨタヨタと歩き回る不死者たちやかつては壮麗な宮殿であった朽ちかけの廃墟を越えて、あの女王の寝室にまで踏み込んだことだろう。<br>
<br>
その寝室では、自分の城が崩れていく音を聞きながらSolitudeの狼女王が休息を取っているのを見つけたことだろう。そして、彼女が息を引き取る瞬間に、その顔にすっかり歯の抜け落ちた笑みが拡がるのを目にしたことだろう。<br>
<br>
第２世紀の賢人Inzolicusの手記より<br>
<br>
第３紀１３７年<br>
一ヶ月にわたる攻城戦の後に、Potema_Septimは死没した。彼女が生きている時には、彼女は、Solitudeの狼女王であり、皇帝Pelagius二世の娘であり、国王Mantiarcoの妻であり、女帝Kintyra二世の叔母であり、皇帝Uriel三世の母であり、そしてAntiochus帝とCephorus帝の姉妹であった。彼女の死後、王国評議会に従う形式上のSolitudeの頭目として、Magnusは息子Pelagiusを任命した。<br>
<br>
第３紀１４０年<br>
Cephorus帝は落馬によって命を落とした。そして彼の弟が皇帝Magnus_Septimとして即位した。<br>
<br>
第３紀１４１年<br>
Solitude国王Pelagiusは「しばしば奇矯な行動を取る」と、帝国史に記録されている。PelagiusはVvardenfellの女公爵Katariahと結婚する。<br>
<br>
第３紀１４５年<br>
皇帝Magnus_Septimが死没。その息子、後に‘狂帝’として知られるようになるPelagiusが戴冠する。<br>
book	00024582		<DIV align="center">我らをいかに理解するべきか<br>
<br>
死と敗北と恐怖<br>
<br>
<DIV align="left">我らは死を知らず、死に恐怖することはない。<br>
<br>
肉体が潰えれば、<font face=1>その魂も一度は闇に沈むやもしれぬが、いずれは戻ってくる。<br>
<br>
むろん我らとて恐怖を感じないわけではない。<br>
<br>
我らとて苦痛や恥、敗北や闇を感じもれば、そういったものを恐れもするのだ。<br>
<br>
Scampはあまり意志を持たぬがゆえ、それほど恐怖を感じることはない。<br>
<br>
Vermaiも意志などまったく持たぬから、これも恐怖とは縁がない。<br>
<br>
Dremoraは高度な自我を持つがゆえ、自らの恐怖に打ち勝つため、その恐怖を御していかなくてはならない。<br>
<br>
<br>
<DIV align="center">一族の結束<br>
<br>
<DIV align="left">我らは定命の者のように「生まれた」のではないから親兄弟は持たぬが、一族だの、同族だのといった関係は存在する。<br>
<br>
この一族同士のしきたりのようなものは実に強固で、心身共に強い影響を受ける。<br>
<br>
それこそが力と意志だ。<br>
<br>
<br>
<DIV align="center">誓約による結束<br>
<br>
<DIV align="left">我らは自らの意志で役目を果たすものである。我らは強きに仕えるが、それは自らの身を守るためである。<br>
<br>
一族は長きにわたる慣習で仕えているが、むろんその慣習とて不変ではない。<br>
<br>
Dremoraも長いことDagonに仕えているが、それも常にというわけではないのだ。<br>
<br>
そうした慣習は、誓約による結束に揺らぎがなく、また信頼を分かち合っている間は安泰である。<br>
<br>
この結束が揺らぐ時、苦痛、恥、敗北、闇、そして巨大な恐怖が齎される。<br>
<br>
<br>
<DIV align="center">人間について<br>
<br>
<DIV align="left">Scampは滑稽な生き物で、Vermaiは野蛮な奴らだと思われているかもしれない。<br>
<br>
では人間は、我らが人間をどう見ているか想像できるだろうか？<br>
<br>
言ってしまえば人間は獲物で、我らが狩人だ。<br>
<br>
そしてScampはいわば猟犬で、Vermaiは勢子。<br>
<br>
人間の肉は甘美で、それを追い掛けるのは、ほんのお遊びなのだ。<br>
<br>
